,id
1021,23711
1022,59205
1023,59204
1024,59207
1025,59206
1026,59201
1027,59200
1028,59203
1029,59202
1030,27006
1031,27007
1032,27004
1033,27005
1034,27002
1035,27003
1036,27000
1037,27001
1038,50333
1039,341
1040,32589
1041,32588
1042,55788
1043,55789
1044,61664
1045,55784
1046,32580
1047,55786
1048,55787
1049,32585
1050,32584
1051,55782
1052,55783
1053,35584
1054,9943
1055,9940
1056,9941
1057,9946
1058,9947
1059,9944
1060,35583
1061,56473
1062,343
1063,9948
1064,56470
1065,56477
1066,56476
1067,56475
1068,56474
1069,32057
1070,32056
1071,32055
1072,57789
1073,32053
1074,32052
1075,32051
1076,32050
1077,57782
1078,57783
1079,57780
1080,57781
1081,57786
1082,57787
1083,57784
1084,32058
1085,55878
1086,55879
1087,55872
1088,27925
1089,55870
1090,55871
1091,55876
1092,55877
1093,55874
1094,52788
1095,56781
1096,56780
1097,56783
1098,56782
1099,56785
1100,56784
1101,56787
1102,56786
1103,56789
1104,56788
1105,25714
1106,25715
1107,25716
1108,25717
1109,25710
1110,25711
1111,25712
1112,25713
1113,25718
1114,52787
1115,21875
1116,21874
1117,21877
1118,21876
1119,21871
1120,21870
1121,21873
1122,21872
1123,17791
1124,21879
1125,21878
1126,52780
1127,52783
1128,52782
1129,26067
1130,26066
1131,26065
1132,26064
1133,26063
1134,26062
1135,26061
1136,26060
1137,26069
1138,26068
1139,61047
1140,61662
1141,60696
1142,40966
1143,1050
1144,44426
1145,44425
1146,53953
1147,53952
1148,53951
1149,40965
1150,57434
1151,57435
1152,57436
1153,57437
1154,36776
1155,40962
1156,36774
1157,36775
1158,36772
1159,36773
1160,36770
1161,29768
1162,14668
1163,14669
1164,18569
1165,18568
1166,40960
1167,58965
1168,33729
1169,33726
1170,18562
1171,18561
1172,14663
1173,14664
1174,14665
1175,33720
1176,33721
1177,38608
1178,38609
1179,38600
1180,38601
1181,38602
1182,38604
1183,38605
1184,38606
1185,38607
1186,49532
1187,33574
1188,52707
1189,29763
1190,40969
1191,53734
1192,52706
1193,27828
1194,27829
1195,27824
1196,27825
1197,27826
1198,27827
1199,27820
1200,27821
1201,27822
1202,27823
1203,797
1204,42753
1205,794
1206,793
1207,792
1208,791
1209,42752
1210,1170
1211,42751
1212,799
1213,798
1214,32757
1215,42750
1216,46234
1217,42756
1218,43323
1219,27658
1220,46236
1221,42548
1222,46237
1223,52700
1224,14835
1225,15138
1226,1179
1227,15133
1228,15132
1229,15131
1230,15130
1231,15137
1232,15136
1233,15135
1234,15134
1235,31764
1236,31765
1237,31766
1238,31767
1239,31760
1240,42549
1241,31762
1242,31763
1243,39553
1244,39552
1245,39551
1246,39550
1247,39557
1248,31769
1249,39555
1250,39554
1251,33894
1252,33895
1253,33896
1254,33897
1255,33890
1256,33891
1257,33892
1258,33893
1259,33898
1260,33899
1261,34046
1262,34047
1263,34044
1264,34045
1265,34042
1266,34043
1267,34040
1268,34041
1269,27618
1270,34048
1271,34049
1272,49534
1273,41563
1274,31492
1275,31493
1276,31490
1277,31491
1278,31496
1279,41408
1280,31494
1281,31495
1282,1072
1283,31498
1284,31499
1285,14836
1286,47251
1287,47250
1288,33213
1289,47252
1290,47255
1291,47254
1292,47257
1293,47256
1294,49535
1295,47258
1296,45985
1297,43637
1298,41405
1299,45983
1300,45982
1301,45981
1302,45980
1303,44384
1304,53784
1305,59031
1306,59036
1307,4761
1308,4760
1309,4763
1310,4762
1311,4765
1312,4764
1313,4767
1314,4766
1315,4769
1316,4768
1317,52709
1318,19748
1319,19749
1320,42540
1321,19740
1322,19741
1323,19742
1324,19743
1325,19744
1326,19745
1327,19746
1328,19747
1329,46301
1330,27696
1331,54692
1332,44106
1333,46302
1334,44937
1335,42371
1336,42370
1337,42377
1338,42376
1339,42379
1340,42378
1341,29095
1342,46304
1343,12312
1344,57969
1345,54838
1346,10354
1347,10355
1348,10356
1349,10357
1350,10350
1351,10351
1352,10352
1353,10353
1354,10358
1355,10359
1356,42424
1357,6259
1358,6258
1359,54833
1360,6253
1361,12837
1362,6251
1363,12319
1364,6257
1365,6256
1366,6255
1367,12836
1368,42995
1369,42994
1370,42997
1371,42996
1372,42991
1373,42990
1374,42993
1375,42992
1376,42999
1377,8547
1378,832
1379,833
1380,830
1381,12838
1382,836
1383,837
1384,834
1385,835
1386,838
1387,839
1388,45341
1389,45340
1390,45342
1391,45345
1392,45347
1393,45346
1394,45349
1395,45348
1396,56369
1397,56368
1398,49734
1399,33565
1400,56365
1401,56364
1402,5249
1403,5248
1404,5245
1405,5244
1406,5247
1407,5246
1408,5241
1409,5240
1410,5243
1411,5242
1412,49735
1413,31336
1414,10228
1415,42704
1416,53439
1417,40269
1418,40268
1419,40261
1420,40260
1421,40263
1422,40262
1423,40265
1424,42422
1425,40267
1426,40266
1427,14303
1428,14302
1429,14301
1430,14300
1431,14307
1432,14306
1433,14305
1434,10225
1435,14309
1436,14308
1437,53436
1438,45965
1439,45964
1440,45967
1441,53437
1442,45961
1443,45960
1444,17968
1445,17969
1446,17966
1447,53430
1448,17964
1449,17965
1450,17962
1451,45968
1452,17960
1453,17961
1454,57016
1455,56771
1456,53432
1457,9455
1458,53433
1459,9456
1460,49846
1461,57015
1462,49847
1463,9450
1464,49844
1465,49730
1466,57013
1467,50413
1468,49845
1469,57010
1470,35930
1471,17173
1472,49842
1473,29093
1474,9453
1475,49843
1476,12480
1477,46317
1478,49840
1479,27699
1480,49841
1481,49731
1482,35934
1483,54587
1484,35936
1485,59301
1486,46222
1487,48874
1488,48875
1489,48876
1490,48877
1491,48870
1492,48871
1493,48872
1494,48873
1495,49849
1496,48878
1497,48879
1498,12468
1499,12469
1500,12464
1501,12465
1502,12466
1503,12467
1504,12460
1505,12461
1506,12462
1507,12463
1508,7777
1509,7776
1510,7775
1511,7774
1512,7773
1513,7772
1514,7771
1515,7770
1516,50848
1517,50849
1518,7779
1519,7778
1520,61958
1521,61959
1522,33375
1523,37727
1524,29092
1525,19263
1526,19262
1527,19261
1528,19260
1529,19267
1530,19266
1531,19265
1532,19264
1533,52198
1534,19269
1535,19268
1536,17179
1537,52199
1538,52819
1539,30719
1540,52818
1541,17178
1542,42623
1543,46083
1544,46082
1545,46081
1546,46080
1547,46087
1548,46086
1549,46085
1550,46084
1551,49055
1552,49054
1553,46089
1554,46088
1555,49051
1556,49050
1557,49053
1558,49052
1559,30451
1560,49739
1561,59229
1562,2550
1563,2551
1564,2552
1565,2553
1566,33371
1567,26568
1568,2556
1569,2557
1570,2558
1571,2559
1572,60905
1573,50200
1574,11476
1575,57233
1576,11474
1577,57231
1578,11472
1579,11473
1580,57234
1581,11471
1582,43101
1583,43100
1584,57238
1585,57239
1586,43105
1587,26564
1588,11478
1589,11479
1590,46559
1591,46558
1592,60909
1593,46551
1594,46550
1595,46553
1596,46552
1597,46555
1598,46554
1599,46557
1600,46556
1601,17148
1602,52559
1603,17144
1604,17145
1605,17146
1606,17147
1607,17140
1608,17141
1609,17142
1610,17143
1611,33373
1612,60428
1613,60421
1614,60420
1615,60423
1616,51559
1617,60425
1618,60424
1619,60427
1620,60426
1621,919
1622,918
1623,9548
1624,9549
1625,9546
1626,9547
1627,9544
1628,9545
1629,9542
1630,9543
1631,9540
1632,9541
1633,49385
1634,58774
1635,58775
1636,58773
1637,22944
1638,22945
1639,34856
1640,42608
1641,27595
1642,27597
1643,27590
1644,27591
1645,27592
1646,27593
1647,27598
1648,27599
1649,21361
1650,48018
1651,48019
1652,6963
1653,58778
1654,49230
1655,48012
1656,48013
1657,48010
1658,24354
1659,48016
1660,48017
1661,48014
1662,48015
1663,51555
1664,57908
1665,29258
1666,29255
1667,21365
1668,57906
1669,57907
1670,57900
1671,29250
1672,21842
1673,29252
1674,49237
1675,15068
1676,49236
1677,34280
1678,34281
1679,34282
1680,34283
1681,34284
1682,34285
1683,34286
1684,34287
1685,34288
1686,34289
1687,59508
1688,59509
1689,59502
1690,59503
1691,59500
1692,59501
1693,59506
1694,59507
1695,59504
1696,51557
1697,390
1698,37889
1699,37888
1700,37887
1701,37885
1702,37884
1703,37883
1704,51556
1705,37881
1706,37880
1707,53665
1708,56948
1709,26647
1710,26646
1711,26645
1712,26644
1713,26643
1714,26642
1715,26641
1716,26640
1717,45234
1718,57396
1719,26649
1720,26648
1721,53664
1722,50309
1723,50308
1724,50303
1725,50302
1726,50301
1727,50300
1728,50307
1729,50306
1730,50305
1731,46776
1732,1447
1733,1446
1734,1445
1735,1444
1736,1443
1737,1442
1738,1441
1739,23038
1740,23037
1741,23036
1742,23035
1743,23034
1744,23033
1745,23032
1746,23031
1747,23030
1748,22348
1749,22349
1750,22346
1751,22347
1752,22344
1753,22345
1754,22342
1755,22343
1756,22340
1757,22341
1758,30613
1759,51553
1760,4729
1761,43467
1762,30612
1763,28618
1764,28619
1765,51552
1766,57393
1767,28612
1768,28613
1769,28610
1770,28611
1771,28616
1772,43468
1773,28614
1774,28615
1775,43469
1776,30611
1777,23693
1778,32935
1779,23691
1780,32937
1781,23697
1782,23696
1783,23695
1784,32933
1785,23699
1786,23698
1787,32938
1788,32939
1789,6965
1790,56628
1791,56629
1792,27796
1793,56622
1794,56623
1795,56620
1796,56621
1797,56626
1798,56627
1799,56624
1800,56625
1801,25699
1802,25698
1803,25691
1804,25690
1805,25693
1806,25692
1807,25695
1808,25694
1809,25697
1810,25696
1811,23969
1812,23968
1813,51162
1814,51163
1815,51164
1816,51165
1817,51166
1818,51167
1819,23961
1820,51169
1821,23963
1822,23962
1823,23965
1824,23964
1825,23967
1826,23966
1827,27279
1828,27278
1829,61299
1830,61298
1831,27271
1832,27270
1833,61297
1834,61296
1835,27275
1836,3807
1837,27277
1838,61292
1839,25527
1840,25526
1841,25525
1842,25524
1843,25523
1844,25522
1845,25521
1846,25520
1847,195
1848,194
1849,197
1850,191
1851,190
1852,25529
1853,25528
1854,44307
1855,38129
1856,15495
1857,14672
1858,39841
1859,39840
1860,57577
1861,39842
1862,57571
1863,57570
1864,39847
1865,39846
1866,39849
1867,39848
1868,57579
1869,57578
1870,38123
1871,41828
1872,6824
1873,13530
1874,38125
1875,49163
1876,38124
1877,42547
1878,44302
1879,51714
1880,13791
1881,6825
1882,13790
1883,11916
1884,31447
1885,37414
1886,37415
1887,37416
1888,13792
1889,37410
1890,37411
1891,37412
1892,41821
1893,31441
1894,51713
1895,37418
1896,13794
1897,3452
1898,3453
1899,3450
1900,3451
1901,3456
1902,31443
1903,3454
1904,3455
1905,3458
1906,31442
1907,41338
1908,41339
1909,41330
1910,51712
1911,41332
1912,41333
1913,41334
1914,41335
1915,41336
1916,41337
1917,40069
1918,40068
1919,40063
1920,40062
1921,40061
1922,40060
1923,40067
1924,40066
1925,40065
1926,40064
1927,14149
1928,14148
1929,51711
1930,14145
1931,14144
1932,14147
1933,14146
1934,14141
1935,14140
1936,14143
1937,14142
1938,27490
1939,6967
1940,15818
1941,15819
1942,51710
1943,15810
1944,15811
1945,15812
1946,15813
1947,15814
1948,15815
1949,15816
1950,15817
1951,14350
1952,38458
1953,18672
1954,11180
1955,33918
1956,18338
1957,11181
1958,33911
1959,14354
1960,14491
1961,18331
1962,18336
1963,14496
1964,14495
1965,18676
1966,33281
1967,38038
1968,14356
1969,38033
1970,38032
1971,38031
1972,14357
1973,38037
1974,38036
1975,38035
1976,38034
1977,18679
1978,18678
1979,27158
1980,42679
1981,37910
1982,47598
1983,47599
1984,37913
1985,47592
1986,47593
1987,47590
1988,47591
1989,27494
1990,47597
1991,47594
1992,47595
1993,55074
1994,57694
1995,55075
1996,59952
1997,5722
1998,43216
1999,5723
2000,42736
2001,27497
2002,55078
2003,47040
2004,47041
2005,47042
2006,5721
2007,47044
2008,41493
2009,47046
2010,47047
2011,47048
2012,5726
2013,41492
2014,5727
2015,5724
2016,28019
2017,5725
2018,48654
2019,6479
2020,6478
2021,15362
2022,6472
2023,15360
2024,6470
2025,15366
2026,6476
2027,15364
2028,6474
2029,31517
2030,31516
2031,31515
2032,31514
2033,31513
2034,31512
2035,31511
2036,31510
2037,54282
2038,31519
2039,31518
2040,7839
2041,19469
2042,19468
2043,19465
2044,19464
2045,19467
2046,19466
2047,19461
2048,19460
2049,19463
2050,19462
2051,45939
2052,48656
2053,39070
2054,39071
2055,39072
2056,39073
2057,39074
2058,39076
2059,39077
2060,39078
2061,39079
2062,58809
2063,27401
2064,13488
2065,4044
2066,4045
2067,4046
2068,4047
2069,4040
2070,4041
2071,4042
2072,4043
2073,45186
2074,4048
2075,4049
2076,28018
2077,35496
2078,43749
2079,43748
2080,43743
2081,43742
2082,43741
2083,43740
2084,43747
2085,43746
2086,43745
2087,43744
2088,30752
2089,46719
2090,46718
2091,46713
2092,46712
2093,46711
2094,46710
2095,46717
2096,46716
2097,33283
2098,60994
2099,3803
2100,35491
2101,47116
2102,57555
2103,47117
2104,48117
2105,1053
2106,48653
2107,2395
2108,17434
2109,17435
2110,17436
2111,17437
2112,17430
2113,17431
2114,17432
2115,17433
2116,17438
2117,17439
2118,13324
2119,38858
2120,13326
2121,13327
2122,13320
2123,13321
2124,13322
2125,13323
2126,38851
2127,38850
2128,38853
2129,38852
2130,13328
2131,13329
2132,38857
2133,38856
2134,2393
2135,47118
2136,47119
2137,42338
2138,20124
2139,20125
2140,20126
2141,48657
2142,48650
2143,20121
2144,20122
2145,20123
2146,48658
2147,20129
2148,57559
2149,42337
2150,44711
2151,41723
2152,44713
2153,44712
2154,44715
2155,44714
2156,44717
2157,41722
2158,44719
2159,44718
2160,47298
2161,2391
2162,41721
2163,41720
2164,41727
2165,41726
2166,41073
2167,59745
2168,41071
2169,41070
2170,41077
2171,41076
2172,41075
2173,41074
2174,29167
2175,41079
2176,41724
2177,59748
2178,59749
2179,261
2180,48559
2181,48558
2182,14800
2183,14801
2184,14802
2185,14803
2186,54246
2187,11877
2188,14806
2189,11875
2190,14808
2191,14809
2192,11878
2193,11879
2194,48555
2195,45306
2196,20083
2197,45300
2198,267
2199,7979
2200,48551
2201,28012
2202,50299
2203,57452
2204,7978
2205,1680
2206,1683
2207,1682
2208,1685
2209,1684
2210,1687
2211,51618
2212,1689
2213,1688
2214,57453
2215,40665
2216,265
2217,29989
2218,29988
2219,29981
2220,29980
2221,29983
2222,29982
2223,29985
2224,29984
2225,3725
2226,29986
2227,28054
2228,28055
2229,28056
2230,28057
2231,28050
2232,28051
2233,28052
2234,28053
2235,28058
2236,13844
2237,7218
2238,44659
2239,16717
2240,2392
2241,42565
2242,42566
2243,7210
2244,42567
2245,44651
2246,16569
2247,7212
2248,16568
2249,30751
2250,7213
2251,42562
2252,7977
2253,313
2254,7214
2255,311
2256,310
2257,317
2258,316
2259,9828
2260,314
2261,37354
2262,44656
2263,7217
2264,16567
2265,51362
2266,51363
2267,51360
2268,51361
2269,7976
2270,51367
2271,51364
2272,51365
2273,16561
2274,51368
2275,51369
2276,42569
2277,61059
2278,61058
2279,61057
2280,61056
2281,61055
2282,61054
2283,61053
2284,61052
2285,61051
2286,61050
2287,25321
2288,25320
2289,25323
2290,25322
2291,25325
2292,25324
2293,25327
2294,25326
2295,25329
2296,25328
2297,6210
2298,28357
2299,444
2300,57317
2301,7970
2302,6932
2303,6933
2304,15401
2305,6931
2306,54411
2307,6936
2308,54410
2309,7973
2310,6937
2311,15708
2312,2299
2313,2298
2314,15405
2315,6818
2316,2293
2317,2292
2318,2291
2319,15404
2320,2297
2321,2296
2322,2295
2323,2294
2324,51986
2325,51987
2326,51984
2327,51985
2328,51982
2329,51983
2330,51980
2331,51981
2332,57311
2333,7972
2334,6938
2335,51988
2336,51989
2337,15408
2338,56352
2339,56353
2340,10914
2341,10915
2342,56356
2343,56357
2344,10910
2345,10911
2346,36398
2347,56358
2348,56359
2349,6813
2350,10918
2351,10919
2352,6812
2353,57009
2354,57005
2355,57004
2356,57007
2357,57006
2358,57001
2359,57000
2360,57003
2361,6814
2362,38
2363,16428
2364,16429
2365,16424
2366,16425
2367,16426
2368,16427
2369,16420
2370,16421
2371,16422
2372,16423
2373,61949
2374,61948
2375,61941
2376,61940
2377,61943
2378,61942
2379,61945
2380,61944
2381,61947
2382,61946
2383,60094
2384,60095
2385,52189
2386,60097
2387,60090
2388,60091
2389,60092
2390,60093
2391,52183
2392,52182
2393,52181
2394,52180
2395,60098
2396,60099
2397,52185
2398,52184
2399,53278
2400,53279
2401,45310
2402,53272
2403,37
2404,53270
2405,53271
2406,53276
2407,53159
2408,53274
2409,53275
2410,60821
2411,53158
2412,49248
2413,21319
2414,21314
2415,21315
2416,49246
2417,21317
2418,21310
2419,21311
2420,21312
2421,49243
2422,56976
2423,56977
2424,22959
2425,22958
2426,56972
2427,56973
2428,56970
2429,56971
2430,22953
2431,22952
2432,22951
2433,22950
2434,22957
2435,22956
2436,22955
2437,22954
2438,53153
2439,57695
2440,39942
2441,37304
2442,39943
2443,24147
2444,57690
2445,37306
2446,57691
2447,31070
2448,37307
2449,50290
2450,37300
2451,57693
2452,54597
2453,37301
2454,42692
2455,50292
2456,37302
2457,42693
2458,50295
2459,37303
2460,31075
2461,42696
2462,42697
2463,54725
2464,54724
2465,54727
2466,54726
2467,54721
2468,54720
2469,54723
2470,54722
2471,42604
2472,29609
2473,54729
2474,54728
2475,49380
2476,19861
2477,19860
2478,19863
2479,27419
2480,27418
2481,19862
2482,27411
2483,19865
2484,27413
2485,27412
2486,27415
2487,27414
2488,27417
2489,19864
2490,19867
2491,19866
2492,51080
2493,28259
2494,43661
2495,29048
2496,29049
2497,29044
2498,29045
2499,29046
2500,29047
2501,29040
2502,29041
2503,29042
2504,29043
2505,36393
